ENSEMBL Gene ID,Entrez ID,Gene Symbol,isGlycogene
ENSG00000078795,27039,PKD2L2,No
ENSG00000031003,51306,FAM13B,No
ENSG00000061492,7478,WNT8A,No
ENSG00000112981,8382,NME5,No
ENSG00000112983,10902,BRD8,No
ENSG00000112984,10112,KIF20A,No
ENSG00000094880,8697,CDC23,No
ENSG00000146013,2676,GFRA3,No
ENSG00000158402,995,CDC25C,No
ENSG00000120709,51307,FAM53C,No
ENSG00000120733,51780,KDM3B,No
ENSG00000132563,51308,REEP2,No
ENSG00000120738,1958,EGR1,No
ENSG00000120705,2107,ETF1,No
ENSG00000113013,3313,HSPA9,No
ENSG00000044115,1495,CTNNA1,No
ENSG00000146006,26045,LRRTM2,No
ENSG00000120725,64374,SIL1,No
ENSG00000280987,9782,MATR3_ENSG00000280987,No
ENSG00000015479,9782,MATR3_ENSG00000015479,No
ENSG00000120727,51247,PAIP2,No
ENSG00000170482,9963,SLC23A1,No
ENSG00000170476,51237,MZB1,No
ENSG00000228672,389333,PROB1,No
ENSG00000170469,202051,SPATA24,No
ENSG00000170464,202052,DNAJC18,No
ENSG00000279686,,AC142391.3,No
ENSG00000249751,641700,ECSCR,No
ENSG00000283288,111064649,SMIM33,No
ENSG00000184584,340061,STING1,No
ENSG00000131508,7322,UBE2D2,No
ENSG00000171604,51523,CXXC5,No
ENSG00000146005,84249,PSD2,No
ENSG00000158458,9542,NRG2,No
ENSG00000185129,5813,PURA,No
ENSG00000182700,492311,IGIP,No
ENSG00000120306,84418,CYSTM1,No
ENSG00000113068,5201,PFDN1,No
ENSG00000113070,1839,HBEGF,No
ENSG00000113073,83697,SLC4A9,No
ENSG00000131503,54882,ANKHD1,No
ENSG00000254996,404734,ANKHD1-EIF4EBP3,No
ENSG00000213523,10011,SRA1,No
ENSG00000243056,8637,EIF4EBP3,No
ENSG00000113108,10307,APBB3,No
ENSG00000176087,113829,SLC35A4,No
ENSG00000170458,929,CD14,No
ENSG00000131495,4695,NDUFA2,No
ENSG00000113119,55374,TMCO6,No
ENSG00000113141,3550,IK,No
ENSG00000120314,54853,WDR55,No
ENSG00000256453,373863,DND1,No
ENSG00000170445,3035,HARS1,No
ENSG00000112855,23438,HARS2,No
ENSG00000146007,153527,ZMAT2,No
ENSG00000204970,56147,PCDHA1,No
ENSG00000204969,56146,PCDHA2,No
ENSG00000255408,56145,PCDHA3,No
ENSG00000204967,56144,PCDHA4,No
ENSG00000204965,56143,PCDHA5,No
ENSG00000081842,56142,PCDHA6,No
ENSG00000204963,56141,PCDHA7,No
ENSG00000204962,56140,PCDHA8,No
ENSG00000204961,9752,PCDHA9,No
ENSG00000250120,56139,PCDHA10,No
ENSG00000249158,56138,PCDHA11,No
ENSG00000251664,56137,PCDHA12,No
ENSG00000239389,56136,PCDHA13,No
ENSG00000248383,56135,PCDHAC1,No
ENSG00000243232,56134,PCDHAC2,No
ENSG00000171815,29930,PCDHB1,No
ENSG00000112852,56133,PCDHB2,No
ENSG00000113205,56132,PCDHB3,No
ENSG00000081818,56131,PCDHB4,No
ENSG00000113209,26167,PCDHB5,No
ENSG00000113211,56130,PCDHB6,No
ENSG00000113212,56129,PCDHB7,No
ENSG00000120322,56128,PCDHB8,No
ENSG00000272674,57717,PCDHB16,No
ENSG00000177839,56127,PCDHB9,No
ENSG00000120324,56126,PCDHB10,No
ENSG00000197479,56125,PCDHB11,No
ENSG00000120328,56124,PCDHB12,No
ENSG00000187372,56123,PCDHB13,No
ENSG00000120327,56122,PCDHB14,No
ENSG00000279983,,CH17-140K24.8,No
ENSG00000113248,56121,PCDHB15,No
ENSG00000178913,6879,TAF7,No
ENSG00000120329,83884,SLC25A2,No
ENSG00000204956,56114,PCDHGA1,No
ENSG00000081853,56113,PCDHGA2,No
ENSG00000254245,56112,PCDHGA3,No
ENSG00000254221,56104,PCDHGB1,No
ENSG00000262576,56111,PCDHGA4,No
ENSG00000253910,56103,PCDHGB2,No
ENSG00000253485,56110,PCDHGA5,No
ENSG00000262209,56102,PCDHGB3,No
ENSG00000253731,56109,PCDHGA6,No
ENSG00000253537,56108,PCDHGA7,No
ENSG00000253953,8641,PCDHGB4,No
ENSG00000253767,9708,PCDHGA8,No
ENSG00000276547,56101,PCDHGB5,No
ENSG00000261934,56107,PCDHGA9,No
ENSG00000253305,56100,PCDHGB6,No
ENSG00000253846,56106,PCDHGA10,No
ENSG00000254122,56099,PCDHGB7,No
ENSG00000253873,56105,PCDHGA11,No
ENSG00000253159,26025,PCDHGA12,No
ENSG00000240184,5098,PCDHGC3,No
ENSG00000242419,56098,PCDHGC4,No
ENSG00000240764,56097,PCDHGC5,No
ENSG00000131504,1729,DIAPH1,No
ENSG00000171720,8841,HDAC3,No
ENSG00000164620,285613,RELL2,No
ENSG00000197948,89848,FCHSD1,No
ENSG00000120318,64411,ARAP3,No
ENSG00000156453,5097,PCDH1,No
ENSG00000081791,9812,DELE1,No
ENSG00000113555,51294,PCDH12,No
ENSG00000013561,9604,RNF14,No
ENSG00000113552,10007,GNPDA1,Yes
ENSG00000131507,80762,NDFIP1,No
ENSG00000187678,81848,SPRY4,No
ENSG00000113578,2246,FGF1,No
ENSG00000145819,23092,ARHGAP26,No
ENSG00000113580,2908,NR3C1,No
ENSG00000158497,57824,HMHB1,No
ENSG00000145817,81555,YIPF5,No
ENSG00000183775,57528,KCTD16,No
ENSG00000186314,153768,PRELID2,No
ENSG00000204928,643226,GRXCR2,No
ENSG00000156463,153769,SH3RF2,No
ENSG00000173261,153770,PLAC8L1,No
ENSG00000133706,51520,LARS1,No
ENSG00000275740,,RP11-449H3.3,No
ENSG00000091009,54439,RBM27,No
ENSG00000091010,5459,POU4F3,No
ENSG00000113649,10915,TCERG1,No
ENSG00000173250,134391,GPR151,No
ENSG00000156475,5521,PPP2R2B,No
ENSG00000169302,202374,STK32A,No
ENSG00000113657,1809,DPYSL3,No
ENSG00000176049,9832,JAKMIP2,No
ENSG00000164266,6690,SPINK1,No
ENSG00000164265,117156,SCGB3A2,No
ENSG00000178776,389336,C5orf46,No
ENSG00000133710,11005,SPINK5,No
ENSG00000196800,408187,SPINK14,No
ENSG00000178172,404203,SPINK6,No
ENSG00000248109,105378220,MARCOL,No
ENSG00000214510,153218,SPINK13,No
ENSG00000145879,84651,SPINK7,No
ENSG00000204909,643394,SPINK9,No
ENSG00000145868,81545,FBXO38,No
ENSG00000164270,3360,HTR4,No
ENSG00000169252,154,ADRB2,No
ENSG00000169247,79628,SH3TC2,No
ENSG00000173210,22885,ABLIM3,No
ENSG00000157510,134265,AFAP1L1,No
ENSG00000164284,134266,GRPEL2,No
ENSG00000145882,78991,PCYOX1L,No
ENSG00000127743,27190,IL17B,No
ENSG00000113712,1452,CSNK1A1,No
ENSG00000183111,389337,ARHGEF37,No
ENSG00000155846,133522,PPARGC1B,No
ENSG00000132915,5145,PDE6A,No
ENSG00000155850,1836,SLC26A2,No
ENSG00000164296,81789,TIGD6,No
ENSG00000113716,22993,HMGXB3,No
ENSG00000182578,1436,CSF1R,No
ENSG00000113721,5159,PDGFRB,No
ENSG00000113722,1044,CDX1,No
ENSG00000011083,6534,SLC6A7,No
ENSG00000070808,815,CAMK2A,No
ENSG00000183876,340075,ARSI,No
ENSG00000070814,6949,TCOF1,No
ENSG00000019582,972,CD74,No
ENSG00000164587,6208,RPS14,No
ENSG00000070614,3340,NDST1,Yes
ENSG00000171992,11346,SYNPO,No
ENSG00000164591,91977,MYOZ3,No
ENSG00000086589,55696,RBM22,No
ENSG00000132912,51164,DCTN4,No
ENSG00000256235,85027,SMIM3,No
ENSG00000237693,345611,IRGM,No
ENSG00000145908,91975,ZNF300,No
ENSG00000211445,2878,GPX3,No
ENSG00000145901,10318,TNIP1,No
ENSG00000197043,309,ANXA6,No
ENSG00000198624,26112,CCDC69,No
ENSG00000196743,2760,GM2A,No
ENSG00000186334,285641,SLC36A3,No
ENSG00000186335,153201,SLC36A2,No
ENSG00000123643,206358,SLC36A1,No
ENSG00000086570,2196,FAT2,No
ENSG00000113140,6678,SPARC,No
ENSG00000177556,475,ATOX1,No
ENSG00000145907,10146,G3BP1,No
ENSG00000145888,2741,GLRA1,No
ENSG00000132911,56923,NMUR2,No
ENSG00000155511,2890,GRIA1,No
ENSG00000055147,10827,FAM114A2,No
ENSG00000037749,4238,MFAP3,No
ENSG00000164574,55568,GALNT10,Yes
ENSG00000164576,79685,SAP30L,No
ENSG00000113196,9421,HAND1,No
ENSG00000155506,23367,LARP1,No
ENSG00000170271,10826,FAXDC2,No
ENSG00000155508,9337,CNOT8,No
ENSG00000082516,25929,GEMIN5,No
ENSG00000082515,29093,MRPL22,No
ENSG00000226650,285643,KIF4B,No
ENSG00000170624,6444,SGCD,No
ENSG00000231989,153743,PPP1R2B,No
ENSG00000145850,91937,TIMD4,No
ENSG00000113249,26762,HAVCR1,No
ENSG00000135077,84868,HAVCR2,No
ENSG00000155868,9443,MED7,No
ENSG00000113263,3702,ITK,No
ENSG00000170613,153745,FAM71B,No
ENSG00000055163,26999,CYFIP2,No
ENSG00000285868,,CTB-109A12.2,No
ENSG00000172568,408263,FNDC9,No
ENSG00000135074,8728,ADAM19,No
ENSG00000172548,348938,NIPAL4,No
ENSG00000039600,11063,SOX30,No
ENSG00000187658,100190949,C5orf52,No
ENSG00000113272,54974,THG1L,No
ENSG00000155858,134353,LSM11,No
ENSG00000113282,9685,CLINT1,No
ENSG00000164330,1879,EBF1,No
ENSG00000145860,153830,RNF145,No
ENSG00000164332,134510,UBLCP1,No
ENSG00000113302,3593,IL12B,No
ENSG00000170214,147,ADRA1B,No
ENSG00000113312,7265,TTC1,No
ENSG00000170234,114825,PWWP2A,No
ENSG00000170231,2172,FABP6,No
ENSG00000135083,79616,CCNJL,No
ENSG00000145861,114898,C1QTNF2,No
ENSG00000221886,63920,ZBED8,No
ENSG00000164609,10569,SLU7,No
ENSG00000164611,9232,PTTG1,No
ENSG00000118322,23120,ATP10B,No
ENSG00000145864,2561,GABRB2,No
ENSG00000145863,2559,GABRA6,No
ENSG00000022355,2554,GABRA1,No
ENSG00000113327,2566,GABRG2,No
ENSG00000113328,900,CCNG1,No
ENSG00000170584,134492,NUDCD2,No
ENSG00000072571,3161,HMMR,No
ENSG00000038274,27430,MAT2B,No
ENSG00000145934,57451,TENM2,No
ENSG00000113645,23286,WWC1,No
ENSG00000113643,5917,RARS1,No
ENSG00000188573,345630,FBLL1,No
ENSG00000120137,79646,PANK3,No
ENSG00000184347,6586,SLIT3,No
ENSG00000040275,54908,SPDL1,No
ENSG00000134516,1794,DOCK2,No
ENSG00000204767,100131897,INSYN2B,No
ENSG00000168269,2299,FOXI1,No
ENSG00000234511,133874,C5orf58,No
ENSG00000043462,3937,LCP2,No
ENSG00000182132,30820,KCNIP1,No
ENSG00000145936,3779,KCNMB1,No
ENSG00000094755,2568,GABRP,No
ENSG00000204764,64901,RANBP17,No
ENSG00000164438,30012,TLX3,No
ENSG00000181163,4869,NPM1,No
ENSG00000156427,8817,FGF18,No
ENSG00000185662,644994,SMIM23,No
ENSG00000072803,23291,FBXW11,No
ENSG00000072786,6793,STK10,No
ENSG00000214360,285588,EFCAB9,No
ENSG00000168246,92181,UBTD2,No
ENSG00000174705,285590,SH3PXD2B,No
ENSG00000214357,54492,NEURL1B,No
ENSG00000120129,1843,DUSP1,No
ENSG00000113719,57222,ERGIC1,No
ENSG00000037241,51121,RPL26L1,No
ENSG00000113732,8992,ATP6V0E1,No
ENSG00000164463,153222,CREBRF,No
ENSG00000113734,662,BNIP1,No
ENSG00000183072,1482,NKX2-5,No
ENSG00000113739,8614,STC2,No
ENSG00000145919,91272,BOD1,No
ENSG00000113742,80315,CPEB4,No
ENSG00000185056,133491,C5orf47,No
ENSG00000170091,51617,NSG2,No
ENSG00000120149,4488,MSX2,No
ENSG00000184845,1812,DRD1,No
ENSG00000164466,94081,SFXN1,No
ENSG00000113749,3274,HRH2,No
ENSG00000145920,10814,CPLX2,No
ENSG00000051596,84321,THOC3,No
ENSG00000170085,375484,SIMC1,No
ENSG00000122203,57179,KIAA1191,No
ENSG00000175414,285598,ARL10,No
ENSG00000048162,51491,NOP16,No
ENSG00000146066,192286,HIGD2A,No
ENSG00000175416,1212,CLTB,No
ENSG00000113194,23197,FAF2,No
ENSG00000146083,22838,RNF44,No
ENSG00000074276,54825,CDHR2,No
ENSG00000169258,114787,GPRIN1,No
ENSG00000074317,6620,SNCB,No
ENSG00000175766,253314,EIF4E1B,No
ENSG00000048140,26262,TSPAN17,No
ENSG00000113763,90249,UNC5A,No
ENSG00000160883,3101,HK3,Yes
ENSG00000087206,51720,UIMC1,No
ENSG00000113761,23567,ZNF346,No
ENSG00000160867,2264,FGFR4,No
ENSG00000165671,64324,NSD1,No
ENSG00000169228,53917,RAB24,No
ENSG00000213347,83463,MXD3,No
ENSG00000169230,27166,PRELID1,No
ENSG00000169223,10960,LMAN2,Yes
ENSG00000169220,10636,RGS14,No
ENSG00000131183,6569,SLC34A1,No
ENSG00000196570,345456,PFN3,No
ENSG00000131187,2161,F12,No
ENSG00000198055,2870,GRK6,No
ENSG00000131188,80758,PRR7,No
ENSG00000113758,1627,DBN1,No
ENSG00000196923,9260,PDLIM7,No
ENSG00000146094,79930,DOK3,No
ENSG00000183258,51428,DDX41,No
ENSG00000146067,54540,FAM193B,No
ENSG00000184840,54732,TMED9,No
ENSG00000027847,11285,B4GALT7,Yes
ENSG00000170074,285596,FAM153A,No
ENSG00000175325,5626,PROP1,No
ENSG00000145911,23138,N4BP3,No
ENSG00000145916,64777,RMND5B,No
ENSG00000145912,55651,NHP2,No
ENSG00000244234,64396,GMCL2,No
ENSG00000197451,3182,HNRNPAB,No
ENSG00000175309,85007,PHYKPL,No
ENSG00000050767,91522,COL23A1,No
ENSG00000113240,57396,CLK4,No
ENSG00000285891,102724657,MSANTD5,No
ENSG00000285978,,CTD-2537M22.2,No
ENSG00000169131,6940,ZNF354A,No
ENSG00000178338,117608,ZNF354B,No
ENSG00000198939,80108,ZFP2,No
ENSG00000178187,285676,ZNF454,No
ENSG00000113262,2916,GRM6,No
ENSG00000234284,345462,ZNF879,No
ENSG00000177932,30832,ZNF354C,No
ENSG00000087116,9509,ADAMTS2,No
ENSG00000176783,80230,RUFY1,No
ENSG00000169045,3187,HNRNPH1,No
ENSG00000204659,646019,CBY3,No
ENSG00000127022,821,CANX,Yes
ENSG00000161021,9794,MAML1,No
ENSG00000213316,4056,LTC4S,No
ENSG00000161013,11282,MGAT4B,Yes
ENSG00000161011,8878,SQSTM1,No
ENSG00000161010,51149,MRNIP,No
ENSG00000197226,23061,TBC1D9B,No
ENSG00000113269,55819,RNF130,No
ENSG00000146090,255426,RASGEF1C,No
ENSG00000050748,5601,MAPK9,No
ENSG00000131459,9945,GFPT2,Yes
ENSG00000113300,57472,CNOT6,No
ENSG00000161055,92304,SCGB3A1,No
ENSG00000037280,2324,FLT4,No
ENSG00000174339,134083,OR2Y1,No
ENSG00000131446,4245,MGAT1,Yes
ENSG00000196670,643836,ZFP62,No
ENSG00000113303,79908,BTNL8,No
ENSG00000168903,10917,BTNL3,No
ENSG00000165810,153579,BTNL9,No
ENSG00000185372,26693,OR2V1,No
ENSG00000182613,285659,OR2V2,No
ENSG00000146054,81786,TRIM7,No
ENSG00000146063,90933,TRIM41,No
ENSG00000204628,10399,RACK1,No
ENSG00000183718,84851,TRIM52,No
ENSG00000230178,26683,OR4F3,No
ENSG00000112679,56940,DUSP22,No
ENSG00000137265,3662,IRF4,No
ENSG00000112685,55770,EXOC2,No
ENSG00000188996,135458,HUS1B,No
ENSG00000164379,94234,FOXQ1,No
ENSG00000137273,2295,FOXF2,No
ENSG00000054598,2296,FOXC1,No
ENSG00000112699,2762,GMDS,Yes
ENSG00000145949,340156,MYLK4,No
ENSG00000124535,56897,WRNIP1,No
ENSG00000021355,1992,SERPINB1,No
ENSG00000170542,5272,SERPINB9,No
ENSG00000124570,5269,SERPINB6,No
ENSG00000124588,4835,NQO2,No
ENSG00000137275,8737,RIPK1,No
ENSG00000137274,670,BPHL,No
ENSG00000137267,7280,TUBB2A,No
ENSG00000137285,347733,TUBB2B,No
ENSG00000180822,389362,PSMG4,No
ENSG00000137266,63027,SLC22A23,No
ENSG00000168994,221749,PXDC1,No
ENSG00000145945,26240,FAM50B,No
ENSG00000112739,8899,PRPF4B,No
ENSG00000145975,222826,FAM217A,No
ENSG00000198721,10455,ECI2,No
ENSG00000153046,9425,CDYL,No
ENSG00000124787,10799,RPP40,No
ENSG00000219607,648791,PPP1R3G,No
ENSG00000214113,57128,LYRM4,No
ENSG00000145982,10667,FARS2,No
ENSG00000124785,51299,NRN1,No
ENSG00000124491,2162,F13A1,No
ENSG00000112799,9450,LY86,No
ENSG00000124782,6239,RREB1,No
ENSG00000124783,6745,SSR1,No
ENSG00000164304,285782,CAGE1,No
ENSG00000124784,83732,RIOK1,No
ENSG00000096696,1832,DSP,No
ENSG00000168566,154007,SNRNP48,No
ENSG00000153162,654,BMP6,No
ENSG00000239264,81567,TXNDC5,No
ENSG00000259040,,BLOC1S5-TXNDC5,No
ENSG00000188428,63915,BLOC1S5,No
ENSG00000265818,,EEF1E1-BLOC1S5,No
ENSG00000124802,9521,EEF1E1,No
ENSG00000124786,51000,SLC35B3,Yes
ENSG00000137203,7020,TFAP2A,No
ENSG00000111846,2651,GCNT2,Yes
ENSG00000137434,347744,C6orf52,No
ENSG00000111845,55003,PAK1IP1,No
ENSG00000111843,51522,TMEM14C,No
ENSG00000137210,81853,TMEM14B,No
ENSG00000272162,,RP11-637O19.3,No
ENSG00000111837,4117,MAK,No
ENSG00000124827,9247,GCM2,No
ENSG00000153157,221711,SYCP2L,No
ENSG00000197977,54898,ELOVL2,No
ENSG00000224531,221710,SMIM13,No
ENSG00000244476,405754,ERVFRD-1,No
ENSG00000111859,4739,NEDD9,No
ENSG00000205269,100113407,TMEM170B,No
ENSG00000111863,84830,ADTRP,No
ENSG00000095951,3096,HIVEP1,No
ENSG00000078401,1906,EDN1,No
ENSG00000112137,221692,PHACTR1,No
ENSG00000145979,51256,TBC1D7,No
ENSG00000145990,54438,GFOD1,No
ENSG00000124523,23408,SIRT5,No
ENSG00000225921,51406,NOL7,No
ENSG00000010017,10048,RANBP9,No
ENSG00000050393,63933,MCUR1,No
ENSG00000180537,221687,RNF182,No
ENSG00000112149,9308,CD83,No
ENSG00000008083,3720,JARID2,No
ENSG00000047579,84062,DTNBP1,No
ENSG00000007944,29116,MYLIP,No
ENSG00000137198,2766,GMPR,No
ENSG00000124788,6310,ATXN1,No
ENSG00000230873,401236,STMND1,No
ENSG00000112183,221662,RBM24,No
ENSG00000112186,10486,CAP2,No
ENSG00000137414,51439,FAM8A1,No
ENSG00000124789,9972,NUP153,No
ENSG00000137177,63971,KIF13A,No
ENSG00000187566,378884,NHLRC1,No
ENSG00000137364,7172,TPMT,No
ENSG00000165097,221656,KDM1B,No
ENSG00000124795,7913,DEK,No
ENSG00000137393,255488,RNF144B,No
ENSG00000172201,3400,ID4,No
ENSG00000172197,154141,MBOAT1,No
ENSG00000112242,1871,E2F3,No
ENSG00000145996,54901,CDKAL1,No
ENSG00000124766,6659,SOX4,No
ENSG00000172179,5617,PRL,No
ENSG00000112273,154150,HDGFL1,No
ENSG00000152954,140767,NRSN1,No
ENSG00000146038,51473,DCDC2,No
ENSG00000124532,57380,MRS2,No
ENSG00000112293,2822,GPLD1,No
ENSG00000112294,7915,ALDH5A1,No
ENSG00000137261,9856,KIAA0319,No
ENSG00000111802,51567,TDP2,No
ENSG00000112304,55856,ACOT13,No
ENSG00000112308,81688,C6orf62,No
ENSG00000112312,51053,GMNN,No
ENSG00000260286,101928603,ARMH2,No
ENSG00000282804,,RP3-369A17.6,No
ENSG00000111913,9750,RIPOR2,No
ENSG00000079691,55604,CARMIL1,No
ENSG00000079689,10590,SCGN,No
ENSG00000164508,221613,H2AC1,No
ENSG00000146047,255626,H2BC1,No
ENSG00000146039,10050,SLC17A4,No
ENSG00000124568,6568,SLC17A1,No
ENSG00000124564,10786,SLC17A3,No
ENSG00000112337,10246,SLC17A2,No
ENSG00000112343,10475,TRIM38,No
ENSG00000124610,3024,H1-1,No
ENSG00000275714,8350,H3C1,No
ENSG00000278637,8359,H4C1,No
ENSG00000278705,8366,H4C2,No
ENSG00000278463,8335,H2AC4,No
ENSG00000276410,3018,H2BC3,No
ENSG00000187837,3006,H1-2,No
ENSG00000010704,3077,HFE,No
ENSG00000197061,8364,H4C3,No
ENSG00000187475,3010,H1-6,No
ENSG00000180596,8347,H2BC4,No
ENSG00000180573,8334,H2AC6,No
ENSG00000168298,3008,H1-4,No
ENSG00000158373,3017,H2BC5,No
ENSG00000274290,8344,H2BC6,No
ENSG00000277157,8360,H4C4,No
ENSG00000282988,,RP1-34B20.21,No
ENSG00000197409,8351,H3C4,No
ENSG00000196866,3013,H2AC7,No
ENSG00000277224,8343,H2BC7,No
ENSG00000276966,8367,H4C5,No
ENSG00000273802,8339,H2BC8,No
ENSG00000277075,3012,H2AC8,No
ENSG00000274750,8353,H3C6,No
ENSG00000124575,3007,H1-3,No
ENSG00000274618,8361,H4C6,No
ENSG00000275663,8369,H4C7,No
ENSG00000277775,8968,H3C7,No
ENSG00000275713,8345,H2BC9,No
ENSG00000273983,8355,H3C8,No
ENSG00000278588,8346,H2BC10,No
ENSG00000158406,8365,H4C8,No
ENSG00000186470,11118,BTN3A2,No
ENSG00000124508,10385,BTN2A2,No
ENSG00000026950,11119,BTN3A1,No
ENSG00000111801,10384,BTN3A3,No
ENSG00000112763,11120,BTN2A1,No
ENSG00000124557,696,BTN1A1,No
ENSG00000182952,10473,HMGN4,No
ENSG00000146109,29777,ABT1,No
ENSG00000181315,79692,ZNF322,No
ENSG00000124635,8970,H2BC11,No
ENSG00000196787,8969,H2AC11,No
ENSG00000276180,8294,H4C9,No
ENSG00000197903,85236,H2BC12,No
ENSG00000274997,85235,H2AC12,No
ENSG00000112812,10279,PRSS16,No
ENSG00000158553,94026,POM121L2,No
ENSG00000124613,346157,ZNF391,No
ENSG00000096654,7738,ZNF184,No
ENSG00000185130,8340,H2BC13,No
ENSG00000196747,8329,H2AC13,No
ENSG00000278828,8357,H3C10,No
ENSG00000276368,8331,H2AC14,No
ENSG00000273703,8342,H2BC14,No
ENSG00000197238,8363,H4C11,No
ENSG00000273542,8362,H4C12,No
ENSG00000233822,8341,H2BC15,No
ENSG00000275221,8330,H2AC15,No
ENSG00000276903,8332,H2AC16,No
ENSG00000184357,3009,H1-5,No
ENSG00000275379,8354,H3C11,No
ENSG00000275126,8368,H4C13,No
ENSG00000197153,8356,H3C12,No
ENSG00000278677,8336,H2AC17,No
ENSG00000274641,8348,H2BC17,No
ENSG00000168131,81697,OR2B2,No
ENSG00000124657,26212,OR2B6,No
ENSG00000182477,65944,OR2B8P,No
ENSG00000197279,7718,ZNF165,No
ENSG00000196812,80345,ZSCAN16,No
ENSG00000198315,7745,ZKSCAN8,No
ENSG00000226314,,ZNF192P1,No
ENSG00000137185,7746,ZSCAN9,No
ENSG00000187626,387032,ZKSCAN4,No
ENSG00000189134,222698,NKAPL,No
ENSG00000197062,7741,ZSCAN26,No
ENSG00000276302,,RP5-874C20.8,No
ENSG00000137338,84547,PGBD1,No
ENSG00000235109,64288,ZSCAN31,No
ENSG00000189298,80317,ZKSCAN3,No
ENSG00000158691,9753,ZSCAN12,No
ENSG00000187987,222696,ZSCAN23,No
ENSG00000198704,257202,GPX6,No
ENSG00000224586,2880,GPX5,No
ENSG00000232040,114821,ZBED9,No
ENSG00000204713,5987,TRIM27,No
ENSG00000197935,282890,ZNF311,No
ENSG00000204704,26692,OR2W1,No
ENSG00000204703,442184,OR2B3,No
ENSG00000204702,442185,OR2J1,No
ENSG00000204701,442186,OR2J3,No
ENSG00000204700,26707,OR2J2,No
ENSG00000204695,442191,OR14J1,No
ENSG00000243729,81696,OR5V1,No
ENSG00000112462,81797,OR12D3,No
ENSG00000280236,26529,OR12D2,No
ENSG00000251608,26530,OR12D1,No
ENSG00000204694,26531,OR11A1,No
ENSG00000206474,442194,OR10C1,No
ENSG00000204688,26716,OR2H1,No
ENSG00000204687,116511,MAS1L,No
ENSG00000237988,442197,OR2I1P,No
ENSG00000213886,10537,UBD,No
ENSG00000204681,2550,GABBR1,No
ENSG00000204657,7932,OR2H2,No
ENSG00000204655,4340,MOG,No
ENSG00000204644,346171,ZFP57,No
ENSG00000204642,3134,HLA-F,No
ENSG00000204632,3135,HLA-G,No
ENSG00000206503,3105,HLA-A,No
ENSG00000066379,30834,POLR1H,No
ENSG00000204619,6992,PPP1R11,No
ENSG00000204618,80352,RNF39,No
ENSG00000204616,11074,TRIM31,No
ENSG00000204614,135644,TRIM40,No
ENSG00000204613,10107,TRIM10,No
ENSG00000204610,89870,TRIM15,No
ENSG00000234127,7726,TRIM26,No
ENSG00000204599,56658,TRIM39,No
ENSG00000248167,202658,TRIM39-RPP21,No
ENSG00000241370,79897,RPP21,No
ENSG00000204592,3133,HLA-E,No
ENSG00000204590,2794,GNL1,No
ENSG00000204576,80742,PRR3,No
ENSG00000204574,23,ABCF1,No
ENSG00000204569,5514,PPP1R10,No
ENSG00000204568,28973,MRPS18B,No
ENSG00000137343,79969,ATAT1,No
ENSG00000204564,221545,C6orf136,No
ENSG00000204560,8449,DHX16,No
ENSG00000146112,170954,PPP1R18,No
ENSG00000137404,11270,NRM,No
ENSG00000137337,9656,MDC1,No
ENSG00000196230,203068,TUBB,No
ENSG00000137312,10211,FLOT1,No
ENSG00000137331,8870,IER3,No
ENSG00000204580,780,DDR1,No
ENSG00000213780,2968,GTF2H4,No
ENSG00000137411,57176,VARS2,No
ENSG00000196260,389376,SFTA2,No
ENSG00000168631,135656,MUCL3,No
ENSG00000204544,394263,MUC21,No
ENSG00000261272,100507679,MUC22,No
ENSG00000228789,285834,HCG22,No
ENSG00000204542,29113,C6orf15,No
ENSG00000204540,170679,PSORS1C1,No
ENSG00000204539,1041,CDSN,No
ENSG00000204538,170680,PSORS1C2,No
ENSG00000204536,54535,CCHCR1,No
ENSG00000137310,6941,TCF19,No
ENSG00000204531,5460,POU5F1,No
ENSG00000204525,3107,HLA-C,No
ENSG00000234745,3106,HLA-B,No
ENSG00000204520,100507436,MICA,No
ENSG00000204516,4277,MICB,No
ENSG00000204511,401250,MCCD1,No
ENSG00000198563,7919,DDX39B,No
ENSG00000254870,,ATP6V1G2-DDX39B,No
ENSG00000213760,534,ATP6V1G2,No
ENSG00000204498,4795,NFKBIL1,No
ENSG00000226979,4049,LTA,No
ENSG00000232810,7124,TNF,No
ENSG00000227507,4050,LTB,No
ENSG00000204482,7940,LST1,No
ENSG00000204475,259197,NCR3,No
ENSG00000204472,199,AIF1,No
ENSG00000204469,7916,PRRC2A,No
ENSG00000204463,7917,BAG6,No
ENSG00000204444,55937,APOM,No
ENSG00000204439,57827,C6orf47,No
ENSG00000204438,7918,GPANK1,No
ENSG00000204435,1460,CSNK2B,No
ENSG00000263020,,XXbac-BPG32J3.22,No
ENSG00000240053,58496,LY6G5B,No
ENSG00000204428,80741,LY6G5C,No
ENSG00000204427,7920,ABHD16A,No
ENSG00000204424,259215,LY6G6F,No
ENSG00000250641,110599563,LY6G6F-LY6G6D,No
ENSG00000244355,58530,LY6G6D,No
ENSG00000204420,80739,MPIG6B,No
ENSG00000204421,80740,LY6G6C,No
ENSG00000213722,23564,DDAH2,No
ENSG00000213719,1192,CLIC1,No
ENSG00000204410,4439,MSH5,No
ENSG00000255152,,MSH5-SAPCD1,No
ENSG00000228727,401251,SAPCD1,No
ENSG00000204396,80737,VWA7,No
ENSG00000204394,7407,VARS1,No
ENSG00000204392,57819,LSM2,No
